7077888,1
6258688,1
7077890,1
3515621,1
2670593,1
5898249,1
3178507,1
6684684,1
5210131,1
3276822,1
6488088,1
5303984,1
6848540,1
7050586,1
7077919,1
6291488,1
6324263,1
6914088,1
7077931,1
655404,1
3375151,1
7045171,1
2588724,1
6684725,1
6783030,1
7045176,1
1671226,1
6520891,1
3178556,1
7077949,1
2687039,1
6619200,1
4924272,1
250962,1
1933381,1
3315041,1
6324297,1
6946890,1
797368,1
6946900,1
5832790,1
7077977,1
4423772,1
7077982,1
7012447,1
6062176,1
6783075,1
7012459,1
2031724,1
6204093,1
7078000,1
3386046,1
5701750,1
1872383,1
7045240,1
6619259,1
3965052,1
6127744,1
6946946,1
4194437,1
7078022,1
2756199,1
7012495,1
7078034,1
7078036,1
7050606,1
5406870,1
7012503,1
2621595,1
6422684,1
2326692,1
3834022,1
1966247,1
4391082,1
3342509,1
6135430,1
5406903,1
6815928,2
3735737,1
4980923,1
6193340,1
4128957,1
6291646,1
5669055,1
7072459,1
6848708,1
5472456,1
7048707,1
6586577,1
7078101,1
2687190,1
1474777,1
5898458,1
6455516,1
5931232,1
7078114,1
2818277,1
6783206,1
2818279,1
4194536,1
7050620,1
2490602,1
6684914,1
5046519,1
5177593,2
6521084,1
2867242,1
5996587,1
2556165,1
6193415,1
3965199,1
4423953,1
1638675,1
7078168,1
5570841,1
6521116,2
7050629,1
5407008,1
6586661,1
2392358,1
2024056,1
6521131,1
6881580,1
6684974,1
6127922,1
1835315,1
7045429,1
196919,1
4686136,1
5046585,1
2654522,1
273119,1
7078208,1
5177666,1
7045447,1
6390091,1
7045455,1
7078224,1
4817233,1
7078226,1
7012692,1
1573207,1
4686169,1
2621786,1
7042165,2
5374306,1
7023335,1
5243247,1
6553972,1
3452348,1
6062460,3
7078270,1
7078274,1
6947203,1
1671558,1
7078280,1
5734793,1
6586762,1
7078285,1
6455701,1
2949526,1
7083417,1
7045535,1
4391328,1
33186,1
7012772,1
6783399,1
3211691,1
7078317,1
3473840,1
6455730,1
6750648,1
3998137,1
1376699,1
4653505,2
2261442,1
6013003,1
7012805,1
5833159,1
1108727,1
5931468,1
2949584,1
1802705,1
3473876,1
6816213,1
6947286,1
6848984,1
4227545,1
1671644,1
6730106,1
6619615,1
7078368,1
2223739,1
3015140,1
7078383,1
3244534,1
4424183,1
7078392,1
4620372,1
2201003,1
5571084,1
5079567,1
6783504,1
6816273,1
7012882,1
6357524,1
6619670,1
6750297,1
3113498,1
5046814,1
5440031,1
5636640,1
3244578,1
164388,1
7078438,1
5057287,1
3020210,1
7072520,1
3736114,1
6947380,1
6947381,1
7078454,1
6947385,1
1114682,1
7078459,1
7078461,1
4751934,1
7045216,1
4325957,1
1442374,1
2521621,1
7078479,1
7078480,1
1076965,1
7017913,1
3244633,1
5735003,1
6259292,1
7045727,1
3736160,1
6062699,1
7078509,1
7045742,1
3998319,1
7061608,1
5931634,1
5505654,1
6947448,1
7045753,1
6881914,1
7078524,1
7045757,1
6877414,1
4358787,1
4326020,1
7078533,1
7050689,1
6128265,1
5702286,1
1376913,1
5341844,1
2917015,1
3408536,1
2785947,1
6128284,1
6029982,1
6641093,1
6455968,1
1082019,1
4948644,1
7078566,1
7078570,1
7078575,1
6685361,1
1016498,1
4981427,1
7072728,1
7013049,1
7045818,1
6652605,1
6455998,1
6881987,3
5538504,1
6783692,1
1606349,1
6816462,1
6816466,1
6324947,1
4981465,1
7050703,1
1344222,1
6750943,2
5898976,1
2982625,1
7078628,1
5079781,2
3900134,1
1999595,1
4046974,1
6718198,1
5178104,1
6849274,1
6783741,1
3310334,1
7078655,1
1835781,1
7078662,1
6652679,1
6816520,1
6149591,1
3237188,1
7078670,1
7078672,1
7078673,1
7046544,1
5571350,1
7078680,1
6685468,1
7045927,1
5178152,1
7078702,1
6652719,1
492336,1
7011629,1
7078713,1
7078718,1
7078722,1
4532312,1
4227909,1
7078729,1
4883277,1
7078735,1
5047121,1
6259538,1
7078739,1
4898493,1
1999703,1
6724663,1
6260933,1
4260722,1
5931892,1
6947706,1
4330986,1
295815,2
5112712,1
3408779,1
4195214,1
3260936,1
5473170,1
7078809,1
7078810,1
7050735,1
1626909,1
7078819,1
6849444,1
5276586,1
3048363,1
3113904,1
3867574,1
5997496,1
7078841,1
5047226,1
33727,1
721857,1
7078851,1
7046084,1
984007,1
4260812,1
7078861,1
6587342,1
5866451,1
7048879,1
5374935,1
7078874,1
6456283,1
7028901,1
4883424,1
6194147,1
3539942,1
1868775,1
7046129,1
1437052,1
7048734,1
7061674,1
3343358,1
5964799,1
101509,1
7030185,1
5374980,1
7078918,1
6095881,1
3451735,1
3867663,1
2851858,1
7072601,1
7048735,1
7078937,1
6423587,2
5946694,1
1508390,1
6325290,1
7078955,1
7078956,1
7078957,1
2491438,1
6390839,1
6325307,1
1049668,1
6816837,1
6947911,1
6915144,1
6489167,1
5778158,1
3834961,1
7078996,1
7046230,1
6259800,1
5014618,1
7050767,1
7046236,1
7046238,1
7079007,1
3861350,1
6456429,1
5211247,1
6783166,1
3933302,1
5964919,1
7046265,1
4719739,1
7046268,1
7079042,1
2065540,1
5833869,1
5440658,1
427155,1
1868951,1
2247721,1
7079079,1
6423720,1
6602951,1
7079084,1
6620333,1
1279151,1
6685875,1
3671228,1
6646645,1
7013570,1
7079107,1
7046353,1
6718675,1
6096085,1
6784215,1
6128858,1
7046365,1
7046367,1
6915298,1
7079139,1
4293861,1
7079143,1
4556009,1
7079148,1
7079150,1
3278063,1
918769,1
6817011,1
7079157,1
7079158,1
7079161,1
6915323,1
4097280,1
7079172,1
4982022,1
7013639,1
7046408,1
6882569,1
6144215,1
5735692,1
7013650,1
7072643,1
7046421,1
3047641,1
6948124,1
4063450,1
1049893,1
7013671,1
6063400,1
7079211,1
1007157,1
7079214,1
7079218,1
7034419,1
4364134,1
6915388,1
6685101,1
6817088,1
5965121,1
1803586,1
2819398,1
7079242,1
4326741,1
6096215,1
1738082,1
1770851,1
3573092,1
6128997,1
6817128,1
6948201,3
1639788,1
7054202,1
6755901,1
7079285,1
6129014,1
7079288,1
7046522,2
1017216,1
5834113,1
5309827,1
1967496,1
5932427,1
5571983,1
7079312,1
7079315,1
755094,1
6466457,1
853400,1
7046553,2
4647834,1
1377695,1
4654498,1
7083590,1
4916649,1
2524586,1
6013170,1
1869230,1
6155113,1
5146032,1
7079346,1
7079347,1
7046580,1
5506488,1
3671483,1
7079362,1
1410501,1
7079366,1
5084748,1
6882762,2
4654541,1
